"Title","Artist","ConstituentID","Date","Medium","Classification","Dim_cm2","Style"
"Eiffel Tower from VVV Portfolio","Marc Chagall","1055",1942,"Etching from a portfolio of five etchings (one with aquatint), three duplicated drawings (two watercolor on paper and one crayon on paper), one collage, one engraving, and one gelatin silver print","Print",1598.08,"Expresionismo Abstracto"
"Untitled (The Bird People) from VVV Portfolio","Max Ernst","1752",1942,"Crayon on paper from a portfolio of five etchings (one with aquatint), three duplicated drawings (two watercolor on paper and one crayon on paper), one collage, one engraving, and one gelatin silver print","Drawing",1611.7,"Expresionismo Abstracto"
"Printer's proof for cover for Avtomobil' i upravlenie im (The Automobile and Driving It)","Nikolai Sedelnikov","32769",1928,"Letterpress","Print",1638.78,"Surrealismo"
"Maquette/proof for the poster Chastushka. (Ekh, gorit moe serdechko…) (Folk Song [Akh, My Heart's Afire!])","Vladimir Lebedev","12945",1920,"Letterpress with pencil additions","Print",5089.29,"Surrealismo"
"Truba marsiian (The Martians' Trumpet)","Russian Book Collection","23323",1916,"Lithograph","Print",2636.8,"Cubismo"
"Levana and Our Ladies of Sorrow","Ben Shahn","5366",1931,"Portfolio of ten lithographs and supplementary text","Print",831.6,"Surrealismo"
"Cover for Evgenii Vinkour","Varvara Rodchenko","8476",1974,"Lithograph","Print",278.11,"Pop Art"
"Preparatory drawing for In Memory of My Feelings","Lee Krasner","3240",1967,"Gouache on acetate","Drawing",980.58,"Pop Art"
"Unused preparatory drawing for In Memory of My Feelings","Lee Krasner","3240",1967,"Gouache on acetate","Drawing",984.12,"Pop Art"
"Literal Dimensions from Artists and Writers Protest against the War in Vietnam","Jack Sonenberg","5523",1967,"Screenprint with die-cut and collage additions from a portfolio of nine screenprints (two with collage additions, one with die-cut, one with punched holes), six lithographs (one with embossing), and one etching","Print",3475.16,"Pop Art"
"Secrets of the Internal Combustion Engine from Moonstrips Empire News","Eduardo Paolozzi","4488",1967,"One from a portfolio of 101 screenprints (including title page and colophon)","Print",961.4,"Pop Art"
"The Silken World of Michelangelo from Moonstrips Empire News","Eduardo Paolozzi","4488",1967,"One from a portfolio of 101 screenprints (including title page and colophon)","Print",961.4,"Pop Art"
"Cover for a Journal from Moonstrips Empire News","Eduardo Paolozzi","4488",1967,"One from a portfolio of 101 screenprints (including title page and colophon)","Print",961.4,"Pop Art"
"Formica-Formikel from Moonstrips Empire News","Eduardo Paolozzi","4488",1967,"One from a portfolio of 101 screenprints (including title page and colophon)","Print",961.4,"Pop Art"
"Memory Core Units from Moonstrips Empire News","Eduardo Paolozzi","4488",1967,"One from a portfolio of 101 screenprints (including title page and colophon)","Print",965.2,"Pop Art"
"Americans Abroad; Biggar, Lanarkshire (frontispiece) from the portfolio Mahler Becomes Politics, Beisbol","R. B. Kitaj","3121",1964,"Cut-and-pasted paper","Print",4023.9,"Pop Art"
"The Gay Science from the portfolio Mahler Becomes Politics, Beisbol","R. B. Kitaj","3121",1965,"One from a portfolio of fifteen screenprints","Print",4502.64,"Pop Art"
"The Cultural Value of Fear, Distrust and Hypochondria from the portfolio Mahler Becomes Politics, Beisbol","R. B. Kitaj","3121",1966,"One from a portfolio of fifteen screenprints","Print",4024.62,"Pop Art"
"Hellebore for Georg Trakl from the portfolio Mahler Becomes Politics, Beisbol","R. B. Kitaj","3121",1965,"One from a portfolio of fifteen screenprints","Print",4396.7,"Pop Art"
"Let Us Call It Arden / And Live In It! from the portfolio Mahler Becomes Politics, Beisbol","R. B. Kitaj","3121",1966,"One from a portfolio of fifteen screenprints","Print",4937.4,"Pop Art"
"Heart from the portfolio Mahler Becomes Politics, Beisbol","R. B. Kitaj","3121",1966,"One from a portfolio of fifteen screenprints","Print",4861.74,"Pop Art"
"For Fear from the portfolio Mahler Becomes Politics, Beisbol","R. B. Kitaj","3121",1967,"Screenprint with varnish additions from a portfolio of fifteen screenprints","Print",4246.88,"Pop Art"
"What is a Comparison? from the portfolio Mahler Becomes Politics, Beisbol","R. B. Kitaj","3121",1964,"One from a portfolio of fifteen screenprints","Print",4393.74,"Pop Art"
"Nerves, Massage, Defeat, Heart from the portfolio Mahler Becomes Politics, Beisbol","R. B. Kitaj","3121",1967,"Screenprint with varnish additions from a portfolio of fifteen screenprints","Print",4810.8,"Pop Art"
"Republic of the Southern Cross from the portfolio Mahler Becomes Politics, Beisbol","R. B. Kitaj","3121",1965,"Screenprint with varnish additions from a portfolio of fifteen screenprints","Print",4403.48,"Pop Art"
"The Flood of Laymen from the portfolio Mahler Becomes Politics, Beisbol","R. B. Kitaj","3121",1967,"One from a portfolio of fifteen screenprints","Print",4683.85,"Pop Art"
"His Every Poor, Defeated, Loser’s, Hopeless Move, Loser, Buried (Ed Dorn) from the portfolio Mahler Becomes Politics, Beisbol","R. B. Kitaj","3121",1966,"Screenprint with collage from a portfolio of fifteen screenprints","Print",3847.95,"Pop Art"
"I’ve Balled Every Waitress in this Club from the portfolio Mahler Becomes Politics, Beisbol","R. B. Kitaj","3121",1967,"Screenprint with collage from a portfolio of fifteen screenprints","Print",4813.14,"Pop Art"
"In His Forthcoming Book on Relative Deprivation (Loneliness) from the portfolio Mahler Becomes Politics, Beisbol","R. B. Kitaj","3121",1967,"One from a portfolio of fifteen screenprints","Print",4282.44,"Pop Art"
"Glue-Words from the portfolio Mahler Becomes Politics, Beisbol","R. B. Kitaj","3121",1967,"Screenprint with varnish additions from a portfolio of fifteen screenprints","Print",4868.78,"Pop Art"
"Go and Get Killed Comrade - We Need a Byron in the Movement from the portfolio Mahler Becomes Politics, Beisbol","R. B. Kitaj","3121",1966,"One from a portfolio of fifteen screenprints","Print",4481.86,"Pop Art"
"Pavlova's Foot","Savely Sorine","5531",1922,"Pencil and chalk on paper","Drawing",980.98,"Surrealismo"
"Humid Day","C. Whitney Bender","466",1946,"Gouache on paper-surfaced cardboard","Drawing",3936.48,"Expresionismo Abstracto"
"Pacific Landscape","Ben Shahn","5366",1945,"Tempera on paper over composition board","Drawing",6352.31,"Expresionismo Abstracto"
"Tennis Player","Willi Baumeister","392",1932,"Pencil and charcoal on paper","Drawing",1573.99,"Surrealismo"
"Study for Portrait of Ferrucio Busoni","Umberto Boccioni","624",1916,"Pen and ink on paper","Drawing",193.04,"Cubismo"
"Study related to The First Step","Constantin Brâncuși","738",1913,"Crayon on paper","Drawing",3119.8,"Cubismo"
"On the Beach of Trestrignel","Maurice Denis","1492",1898,"Oil on board","Drawing",6986,"Impresionismo"
"Costume design for the character Theseus in the ballet The Minotaur","Joan Junyer","2956",1947,"Gouache and ink on paper","Drawing",1784.85,"Expresionismo Abstracto"
"Outside James' Showcase","Pierre Alechinsky","107",1968,"Ink on mulberry paper","Drawing",4872.52,"Pop Art"
"Untitled (Abstract Drawing)","Ronald Bladen","588",1984,"Graphite on paper","Drawing",15931.02,"Postmodernismo"
"Railroad Gantry","Charles Burchfield","870",1920,"Gouache on paper","Drawing",3051,"Surrealismo"
"Bathers","Paul Cézanne","1053",1885,"Watercolor and pencil on paper","Drawing",261.62,"Impresionismo"
"Garden of Memories","Charles Burchfield","870",1917,"Watercolor, crayon, charcoal, and pencil on paper","Drawing",3734.34,"Cubismo"
"The Hornblower (Der Hornbläser)","Ernst Barlach","335",1927,"Charcoal on paper","Drawing",2384.64,"Surrealismo"
"De Profundis: In Memory of the Massacred Jews of Nazi Europe","Ben-Zion","463",1943,"Gouache and ink on paper","Drawing",2946.3,"Expresionismo Abstracto"
"Frederick Kiesler","René Robert Bouché","699",1954,"Pencil on paper","Drawing",3055.88,"Expresionismo Abstracto"
"Blue Horse with Rainbow (Blaues Pferd mit Regenbogen)","Franz Marc","3748",1913,"Watercolor, gouache and pencil on paper","Drawing",429,"Cubismo"
"Standing Woman (Stehende Schwangere mit reich ornamentiertem Gewand nach rechts)","Gustav Klimt","3147",1905,"Pencil on paper","Drawing",1948.56,"Cubismo"
"Four Motions with Graphite Bar","Blythe Bohnen","638",1973,"Graphite on paper","Drawing",10436.4,"Pop Art"
"Beast","Karel Appel","203",1956,"Ink on paper","Drawing",763.98,"Expresionismo Abstracto"
"Untitled (Figures in Gothic Arches)","Ronald Bladen","588",1946,"Graphite on paper","Drawing",936.39,"Expresionismo Abstracto"
"Insects at Twilight","Charles Burchfield","870",1917,"Gouache, watercolor, crayon, charcoal, ink, and pencil on paper","Drawing",1782.65,"Cubismo"
"Monte Carlo Bond (No. 12)","Marcel Duchamp","1634",1924,"Cut-and-pasted gelatin silver prints on lithograph with letterpress","Drawing",602.16,"Surrealismo"
"The Individual State of the World","Morris Graves","2309",1947,"Tempera on mulberry paper","Drawing",4853.76,"Expresionismo Abstracto"
"Early Houses, Provincetown","Charles Demuth","1490",1918,"Watercolor on paper","Drawing",901.7,"Cubismo"
"La Guignolée","Paul-Émile Borduas","676",1954,"Watercolor on paper","Drawing",4293.12,"Expresionismo Abstracto"
"Market, Mother and Child","Harold Altman","129",1957,"Ink on paper","Drawing",1312.73,"Expresionismo Abstracto"
"Collage II (On Filet Ground) (Collage II [Auf Filetgrund])","Hannah Höch","2675",1925,"Cut-and-pasted printed and painted paper on printed paper","Drawing",470.4,"Surrealismo"
"Seated Woman (Sitzend nach rechts, Halbbild)","Gustav Klimt","3147",1915,"Pencil  and colored pencil on paper","Drawing",1638.27,"Cubismo"
"Abstract Composition","Lawrence Atkinson","233",1914,"Pencil and pastel on gelatin silver print","Drawing",4505.54,"Cubismo"
"Untitled (Radiating Star)","Ronald Bladen","588",1946,"Graphite on paper","Drawing",2641.77,"Expresionismo Abstracto"
"Anna Peter","George Grosz","2374",1926,"Pencil on paper","Drawing",3683.82,"Surrealismo"
"The Interurban Line","Charles Burchfield","870",1920,"Watercolor and pencil on paper","Drawing",1976.25,"Surrealismo"
"Death by Burning","Ben L. Culwell","1329",1942,"Tempera with egg white","Drawing",751.52,"Expresionismo Abstracto"
"Dispute by Moonlight (Disput bei Mondschein) (recto); Two Men (verso)","George Grosz","2374",1920,"Ink on paper (recto and verso)","Drawing",3393.2,"Surrealismo"
"Costume studies for the play The Madwoman of Chaillot","Christian Bérard","486",1945,"Ink on paper","Drawing",1094.82,"Expresionismo Abstracto"
"Studies for Woman Standing","Reg Butler","900",1951,"Pencil, crayon, and watercolor on paper","Drawing",1054.62,"Expresionismo Abstracto"
"Work 60 B","Nankoku Hidai","2632",1960,"Brush and ink on paper on wood","Drawing",394.44,"Pop Art"
"Eye-Balloon (Œil-ballon)","Odilon Redon","4840",1878,"Charcoal and chalk on colored paper","Drawing",1405.26,"Realismo"
"Memory","Pasquale Santoro","5161",1965,"Wax pastel","Drawing",3314.25,"Pop Art"
"People Houses","Gladys Nilsson","4308",1967,"Watercolor and pencil on paper","Drawing",2291.41,"Pop Art"
"Music for Carillon, # 4, Page 2","John Cage","912",1961,"Ink on transparentized graph paper","Drawing",1344.15,"Pop Art"
"Costume design for the ballet The Firebird ( L'Oiseau de feu )","Léon Bakst","300",1913,"Gouache, watercolor, metallic paint, and pencil on paper on board","Drawing",3290.97,"Cubismo"
"Untitled (White Monolith)","Ronald Bladen","588",1946,"Graphite on paper","Drawing",1545.28,"Expresionismo Abstracto"
"Men Fighting and Stars in the Solomons","Ben L. Culwell","1329",1942,"Crayon and tempera with egg white","Drawing",412.09,"Expresionismo Abstracto"
"Composition in Red","Sandu Darie","1391",1946,"Gouache, ink, and wax on paper","Drawing",1035.32,"Expresionismo Abstracto"
"Standing Nude","Charles Camoin","935",1904,"Ink and chalk on paper","Drawing",748.83,"Impresionismo"
"Work 60 C","Nankoku Hidai","2632",1960,"Ink on paper on plywood","Drawing",384.72,"Pop Art"
"Study for The Laugh","Umberto Boccioni","624",1910,"Pencil on paper","Drawing",262.89,"Cubismo"
"With Seaweed","Hannah Höch","2675",1950,"Cut-and-pasted papers, torn papers, and gouache on paper","Drawing",865,"Expresionismo Abstracto"
"Music for Carillon, # 4, Page 3","John Cage","912",1961,"Ink on transparentized graph paper on board","Drawing",1344.15,"Pop Art"
"Porphyrophore. Costume design for the ballet The Sleeping Princess","Léon Bakst","300",1921,"Metallic paint, watercolor, and pencil on paper","Drawing",1306.78,"Surrealismo"
"Untitled (Winged Figure)","Ronald Bladen","588",1946,"Graphite on paper","Drawing",1825.32,"Expresionismo Abstracto"
"The Bridge at Gardanne (recto); View of Gardanne (verso)","Paul Cézanne","1053",1885,"Watercolor and pencil on paper (recto); Pencil on paper (verso)","Drawing",640.66,"Impresionismo"
"Innocence in a Labyrinth","Landès Lewitin","3526",1940,"Cut-and-pasted colored photo-engravings","Drawing",956.75,"Expresionismo Abstracto"
"The Rape of Europa IV","Jacques Lipchitz","3563",1941,"Gouache, watercolor, and ink on paper","Drawing",1662.5,"Expresionismo Abstracto"
"Seated Woman","Charles Camoin","935",1910,"Ink on paper","Drawing",815.1,"Cubismo"
"Collage","Ivo Pannaggi","4484",1926,"Parcel post wrapping, stamps, ink, and cut-and-pasted printed paper","Drawing",432.4,"Surrealismo"
"Cavalier of Death","Salvador Dalí","1364",1934,"Ink on paper","Drawing",7084.8,"Surrealismo"
"Work 59-42","Nankoku Hidai","2632",1959,"Ink on paper on silk scroll","Drawing",392.16,"Expresionismo Abstracto"
"Studies for Sculpture","Mário Cravo Júnior","1297",1959,"Ink on paper","Drawing",1741.51,"Expresionismo Abstracto"
"The Jewel,  study for the sculpture The Inner Eye","Lynn Chadwick","1054",1952,"Watercolor and ink on transparentized paper","Drawing",1756.44,"Expresionismo Abstracto"
"A Young Girl","Balthus (Baltusz Klossowski de Rola)","317",1947,"Chalk on colored paper","Drawing",3009.6,"Expresionismo Abstracto"
"Diver","Eric Fischl","1889",1980,"Oil wash on paper","Drawing",3300,"Postmodernismo"
"Standing Woman, Profile","Gaston Lachaise","3332",1933,"Pencil on paper","Drawing",2946.3,"Surrealismo"
"Self-Portrait (Autorretrato)","Luis Herrera Guevara","2618",1933,"Oil and gouache on board","Drawing",1392.6,"Surrealismo"
"The Seeming Beginning","Dorothy Hood","2722",1943,"Ink and pencil on paper","Drawing",4872.54,"Expresionismo Abstracto"
"The Beautiful Bird Revealing the Unknown to a Pair of Lovers (Le Bel oiseau déchiffrant l'inconnu au couple d'amoureux) (from the Constellation series)","Joan Miró","4016",1941,"Gouache, oil wash, and charcoal on paper","Drawing",1741.17,"Expresionismo Abstracto"
"Female Head","Pablo Picasso","4609",1940,"Pencil on paper","Drawing",420.75,"Expresionismo Abstracto"
"Figures for a Corner","Joan Junyer","2956",1948,"Charcoal pencil, and gouache on cardboard","Drawing",4238.77,"Expresionismo Abstracto"
